action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,375205,17749429,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2c(C)nc(C)c3c(=O)n(C)n(C)c23)cc(C#Cc2ccc3c(C)nccc3c2)n1,,,CHEMBL3886594,,2016,"{'bei': '16.87', 'le': '0.31', 'lle': '5.25', 'sei': '8.43'}",CHEMBL4110909,,CHEMBL4110909,9.00,0,http://www.openphacts.org/units/Nanomolar,2867733,=,37,1,=,,IC50,nM,,1.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,1.0
,375206,17749430,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3c(C)nn(C)c23)cc(C#Cc2ccc3c(ccc(=O)n3C)c2)n1,,,CHEMBL3886594,,2016,"{'bei': '17.29', 'le': '0.32', 'lle': '6.16', 'sei': '7.52'}",CHEMBL4115053,,CHEMBL4115053,9.00,0,http://www.openphacts.org/units/Nanomolar,2867734,=,37,1,=,,IC50,nM,,1.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,1.0
,375207,17749431,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3c(C)nn(C)c23)cc(C#Cc2ccc3c(C)nccc3c2)n1,,,CHEMBL3886594,,2016,"{'bei': '17.84', 'le': '0.32', 'lle': '5.16', 'sei': '8.14'}",CHEMBL4110049,,CHEMBL4110049,9.00,0,http://www.openphacts.org/units/Nanomolar,2867735,=,37,1,=,,IC50,nM,,1.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,1.0
,375208,17749432,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3c(C)nn(C)c23)cc(C#Cc2ccc3c(cnn3C)c2)n1,,,CHEMBL3886594,,2016,"{'bei': '18.23', 'le': '0.33', 'lle': '6.12', 'sei': '7.80'}",CHEMBL4108709,,CHEMBL4108709,9.00,0,http://www.openphacts.org/units/Nanomolar,2867736,=,37,1,=,,IC50,nM,,1.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,1.0
,375209,17749433,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3nn(C)c(C)c23)cc(C#Cc2ccc3c(C)nccc3c2)n1,,,CHEMBL3886594,,2016,"{'bei': '17.84', 'le': '0.32', 'lle': '5.16', 'sei': '8.14'}",CHEMBL4113127,,CHEMBL4113127,9.00,0,http://www.openphacts.org/units/Nanomolar,2867737,=,37,1,=,,IC50,nM,,1.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,1.0
,375210,17749434,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3nn(C)c(C)c23)cc(C#Cc2ccc3c(ccc(=O)n3C)c2)n1,,,CHEMBL3886594,,2016,"{'bei': '16.71', 'le': '0.30', 'lle': '5.86', 'sei': '7.27'}",CHEMBL4107814,,CHEMBL4107814,8.70,0,http://www.openphacts.org/units/Nanomolar,2867738,=,37,1,=,,IC50,nM,,2.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,2.0
,375211,17749435,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3nn(C)c(C)c23)cc(C#Cc2ccc3c(cnn3C)c2)n1,,,CHEMBL3886594,,2016,"{'bei': '18.23', 'le': '0.33', 'lle': '6.12', 'sei': '7.80'}",CHEMBL4107425,,CHEMBL4107425,9.00,0,http://www.openphacts.org/units/Nanomolar,2867739,=,37,1,=,,IC50,nM,,1.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,1.0
,375212,17749436,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3nn(C)c(C)c23)cc(C#Cc2cnc(-n3cnc(C)c3)nc2)n1,,,CHEMBL3886594,,2016,"{'bei': '17.25', 'le': '0.32', 'lle': '6.73', 'sei': '6.37'}",CHEMBL4110268,,CHEMBL4110268,9.00,0,http://www.openphacts.org/units/Nanomolar,2867740,=,37,1,=,,IC50,nM,,1.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,1.0
,375213,17749437,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2nc(C)nc3nn(C)c(C)c23)cc(C#Cc2cccs2)n1,,,CHEMBL3886594,,2016,"{'bei': '20.20', 'le': '0.38', 'lle': '5.95', 'sei': '9.22'}",CHEMBL4110057,,CHEMBL4110057,9.00,0,http://www.openphacts.org/units/Nanomolar,2867741,=,37,1,=,,IC50,nM,,1.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,1.0
,375214,17749438,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2cccc3cnn(C)c23)c(Cl)c(C#Cc2ccc3c(C)nccc3c2)n1,,,CHEMBL3886594,,2016,"{'bei': '15.56', 'le': '0.29', 'lle': '2.83', 'sei': '9.35'}",CHEMBL4107271,,CHEMBL4107271,7.92,0,http://www.openphacts.org/units/Nanomolar,2867742,=,37,1,=,,IC50,nM,,12.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,12.0
,375215,17749439,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2cccc3cnn(C)c23)c(Cl)c(C#Cc2ccc3c(ccc(=O)n3C)c2)n1,,,CHEMBL3886594,,2016,"{'bei': '15.24', 'le': '0.29', 'lle': '3.91', 'sei': '8.53'}",CHEMBL4111060,,CHEMBL4111060,8.00,0,http://www.openphacts.org/units/Nanomolar,2867761,=,37,1,=,,IC50,nM,,10.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,10.0
,375216,17749440,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2cccc3cnn(C)c23)c(OC)c(C#Cc2ccccc2)n1,,,CHEMBL3886594,,2016,"{'bei': '18.02', 'le': '0.33', 'lle': '4.33', 'sei': '9.77'}",CHEMBL4112689,,CHEMBL4112689,7.92,0,http://www.openphacts.org/units/Nanomolar,2867743,=,37,1,=,,IC50,nM,,12.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,12.0
,375217,17749441,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2cccc3ncccc23)c(OC)c(C#Cc2ccccc2)n1,,,CHEMBL3886594,,2016,"{'bei': '15.73', 'le': '0.28', 'lle': '2.62', 'sei': '9.02'}",CHEMBL4115311,,CHEMBL4115311,6.87,0,http://www.openphacts.org/units/Nanomolar,2867744,=,37,1,=,,IC50,nM,,136.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,136.0
,375218,17749442,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2ccncc2)cc(C#Cc2ccccc2)n1,,,CHEMBL3886594,,2016,"{'bei': '18.38', 'le': '0.33', 'lle': '3.46', 'sei': '9.79'}",CHEMBL4112194,,CHEMBL4112194,6.55,0,http://www.openphacts.org/units/Nanomolar,2867745,=,37,1,=,,IC50,nM,,282.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,282.0
,375219,17749443,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2cncc(F)c2)cc(C#Cc2ccccc2)n1,,,CHEMBL3886594,,2016,"{'bei': '18.42', 'le': '0.34', 'lle': '3.67', 'sei': '10.31'}",CHEMBL4109659,,CHEMBL4109659,6.90,0,http://www.openphacts.org/units/Nanomolar,2867746,=,37,1,=,,IC50,nM,,127.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,127.0
,375220,17749444,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2ccc(C(F)(F)F)nc2)cc(C#Cc2ccccc2)n1,,,CHEMBL3886594,,2016,"{'bei': '15.20', 'le': '0.28', 'lle': '2.34', 'sei': '9.64'}",CHEMBL4106789,,CHEMBL4106789,6.45,0,http://www.openphacts.org/units/Nanomolar,2867747,=,37,1,=,,IC50,nM,,352.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,352.0
,375221,17749445,[],CHEMBL3888131,"XIAP BIR3 & cIAP1 BIR3 Binding Assays (DELFIA): BIR3 domains (10 nM) were incubated with SMAC peptide (10 nM) in assay buffer (50 mM Tris, 120 mM NaCl, 0.1% BSA, 1 mM DTT, 0.05% TritonX100) for one hour at room temperature in the presence of inhibitory compounds. The assay mixture was transferred to a strepatvidin coated plate and incubated for one hour at room temperature to allow binding of the biotinylated peptide and associated BIR3 domains to the plate. After several washing steps Eu labeled anti-GST antibody (e.g. Perkin Elmer DELFIA Eu-N1-antiGST AD0250) was added to detect BIR3 domain-SMAC peptide interactions according to Perkin Elmer's instructions. Briefly, the antibody was added (dilution 1:5000 in Perkin Elmer DELFIA Assay Buffer 2013-01) and incubated for one hour. After 3 washing steps using Delfia Washing Buffer (Perkin Elmer DELFIA Wash 2013-05), Enhancement Solution (Perkin Elmer Enhancement Asolution 2013-02) was added and incubation continued for 10 minutes. Time resolved Europium fluorescence was measured in a Wallac Victor using Standard assay settings.",B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@H](C)C(=O)Nc1cc(-c2ccc(OC)nc2)cc(C#Cc2ccccc2)n1,,,CHEMBL3886594,,2016,"{'bei': '16.79', 'le': '0.31', 'lle': '3.39', 'sei': '8.52'}",CHEMBL4113639,,CHEMBL4113639,6.49,0,http://www.openphacts.org/units/Nanomolar,2867748,=,37,1,=,,IC50,nM,,325.0,CHEMBL5462,Homo sapiens,Baculoviral IAP repeat-containing protein 2,9606,,,IC50,nM,UO_0000065,,325.0
